rank, multiplicity, non-self-dual, ring, associator, braiding, pivotal, spherical, modular, unitary 
6, 1, 2, 4, 2, 3, 1, true, false, false
6, 1, 2, 4, 2, 3, 2, true, false, false
6, 1, 2, 4, 2, 4, 1, true, false, false
6, 1, 2, 4, 2, 4, 2, true, false, false
6, 1, 2, 4, 2, 5, 1, true, false, false
6, 1, 2, 4, 2, 5, 2, true, false, false
6, 1, 2, 4, 2, 6, 1, true, false, false
6, 1, 2, 4, 2, 6, 2, true, false, false
6, 1, 2, 4, 3, 0, 1, true, false, false
6, 1, 2, 4, 3, 0, 2, true, false, false
6, 1, 2, 4, 4, 0, 1, true, false, false
6, 1, 2, 4, 4, 0, 2, true, false, false
6, 1, 2, 4, 5, 0, 1, true, false, false
6, 1, 2, 4, 5, 0, 2, true, false, false
6, 1, 2, 4, 6, 0, 1, true, false, false
6, 1, 2, 4, 6, 0, 2, true, false, false
6, 1, 2, 7, 1, 0, 1, true, false, false
6, 1, 2, 7, 1, 0, 2, true, false, false
6, 1, 2, 7, 2, 0, 1, true, false, false
6, 1, 2, 7, 2, 0, 2, true, false, false
6, 1, 2, 8, 1, 0, 1, true, false, false
6, 1, 2, 8, 2, 0, 1, true, false, false
6, 1, 2, 8, 3, 0, 1, true, false, false
6, 1, 2, 8, 4, 0, 1, true, false, false
6, 1, 4, 1, 1, 1, 1, false, true, false
6, 1, 4, 1, 1, 1, 2, false, true, false
6, 1, 4, 1, 1, 1, 3, false, true, false
6, 1, 4, 1, 1, 1, 4, false, true, false
6, 1, 4, 1, 1, 2, 1, false, true, false
6, 1, 4, 1, 1, 2, 2, false, true, false
6, 1, 4, 1, 1, 2, 3, false, true, false
6, 1, 4, 1, 1, 2, 4, false, true, false
6, 1, 4, 1, 1, 3, 1, false, true, false
6, 1, 4, 1, 1, 3, 2, false, true, false
6, 1, 4, 1, 1, 3, 3, false, true, false
6, 1, 4, 1, 1, 3, 4, false, true, false
6, 1, 4, 1, 1, 4, 1, false, true, false
6, 1, 4, 1, 1, 4, 2, false, true, false
6, 1, 4, 1, 1, 4, 3, false, true, false
6, 1, 4, 1, 1, 4, 4, false, true, false
6, 1, 4, 1, 1, 5, 1, true, false, true
6, 1, 4, 1, 1, 5, 2, false, false, false
6, 1, 4, 1, 1, 5, 3, true, false, false
6, 1, 4, 1, 1, 5, 4, false, false, false
6, 1, 4, 1, 1, 6, 1, true, false, true
6, 1, 4, 1, 1, 6, 2, false, false, false
6, 1, 4, 1, 1, 6, 3, true, false, false
6, 1, 4, 1, 1, 6, 4, false, false, false
6, 1, 4, 1, 2, 1, 1, false, false, false
6, 1, 4, 1, 2, 1, 2, false, false, false
6, 1, 4, 1, 2, 1, 3, false, false, false
6, 1, 4, 1, 2, 1, 4, false, false, false
6, 1, 4, 1, 2, 2, 1, false, false, false
6, 1, 4, 1, 2, 2, 2, false, false, false
6, 1, 4, 1, 2, 2, 3, false, false, false
6, 1, 4, 1, 2, 2, 4, false, false, false
6, 1, 4, 1, 2, 3, 1, true, false, true
6, 1, 4, 1, 2, 3, 2, false, false, false
6, 1, 4, 1, 2, 3, 3, true, false, false
6, 1, 4, 1, 2, 3, 4, false, false, false
6, 1, 4, 1, 2, 4, 1, false, false, false
6, 1, 4, 1, 2, 4, 2, false, false, false
6, 1, 4, 1, 2, 4, 3, false, false, false
6, 1, 4, 1, 2, 4, 4, false, false, false
6, 1, 4, 1, 2, 5, 1, true, false, true
6, 1, 4, 1, 2, 5, 2, false, false, false
6, 1, 4, 1, 2, 5, 3, true, false, false
6, 1, 4, 1, 2, 5, 4, false, false, false
6, 1, 4, 1, 2, 6, 1, false, false, false
6, 1, 4, 1, 2, 6, 2, false, false, false
6, 1, 4, 1, 2, 6, 3, false, false, false
6, 1, 4, 1, 2, 6, 4, false, false, false
6, 1, 4, 1, 3, 0, 1, false, false, false
6, 1, 4, 1, 3, 0, 2, true, false, false
6, 1, 4, 1, 3, 0, 3, false, false, false
6, 1, 4, 1, 3, 0, 4, true, false, false
6, 1, 4, 1, 4, 0, 1, false, false, false
6, 1, 4, 1, 4, 0, 2, true, false, true
6, 1, 4, 1, 4, 0, 3, false, false, false
6, 1, 4, 1, 4, 0, 4, false, false, false
6, 1, 4, 1, 5, 0, 1, true, false, false
6, 1, 4, 1, 5, 0, 2, false, false, false
6, 1, 4, 1, 5, 0, 3, true, false, false
6, 1, 4, 1, 5, 0, 4, false, false, false
6, 1, 4, 1, 6, 0, 1, false, false, false
6, 1, 4, 1, 6, 0, 2, false, false, false
6, 1, 4, 1, 6, 0, 3, false, false, false
6, 1, 4, 1, 6, 0, 4, false, false, false
6, 1, 4, 2, 1, 0, 1, true, false, false
6, 1, 4, 2, 1, 0, 2, true, false, false
6, 1, 4, 2, 1, 0, 3, false, false, false
6, 1, 4, 2, 2, 0, 1, true, false, false
6, 1, 4, 2, 2, 0, 2, true, false, false
6, 1, 4, 2, 2, 0, 3, false, false, false
6, 1, 4, 2, 3, 0, 1, true, false, false
6, 1, 4, 2, 3, 0, 2, true, false, false
6, 1, 4, 2, 3, 0, 3, false, false, false
6, 1, 4, 2, 4, 0, 1, true, false, false
6, 1, 4, 2, 4, 0, 2, true, false, false
6, 1, 4, 2, 4, 0, 3, false, false, false
6, 1, 4, 3, 1, 0, 1, true, false, false
6, 1, 4, 3, 1, 0, 2, true, false, false
6, 1, 4, 3, 2, 0, 1, true, false, false
6, 1, 4, 3, 2, 0, 2, true, false, false
6, 1, 4, 3, 3, 0, 1, true, false, false
6, 1, 4, 3, 3, 0, 2, true, false, false
6, 1, 4, 3, 4, 0, 1, true, false, false
6, 1, 4, 3, 4, 0, 2, true, false, false
6, 1, 4, 5, 1, 1, 1, true, true, false
6, 1, 4, 5, 1, 1, 2, false, true, false
6, 1, 4, 5, 1, 2, 1, true, true, false
6, 1, 4, 5, 1, 2, 2, false, true, false
6, 1, 4, 5, 1, 3, 1, true, true, false
6, 1, 4, 5, 1, 3, 2, false, true, false
6, 1, 4, 5, 1, 4, 1, true, true, false
6, 1, 4, 5, 1, 4, 2, false, true, false
6, 1, 4, 5, 1, 5, 1, true, false, false
6, 1, 4, 5, 1, 5, 2, false, false, false
6, 1, 4, 5, 1, 6, 1, true, false, false
6, 1, 4, 5, 1, 6, 2, false, false, false
6, 1, 4, 5, 2, 1, 1, true, true, false
6, 1, 4, 5, 2, 1, 2, false, true, false
6, 1, 4, 5, 2, 2, 1, true, true, false
6, 1, 4, 5, 2, 2, 2, false, true, false
6, 1, 4, 5, 2, 3, 1, true, true, false
6, 1, 4, 5, 2, 3, 2, false, true, false
6, 1, 4, 5, 2, 4, 1, true, true, false
6, 1, 4, 5, 2, 4, 2, false, true, false
6, 1, 4, 5, 2, 5, 1, true, false, false
6, 1, 4, 5, 2, 5, 2, false, false, false
6, 1, 4, 5, 2, 6, 1, true, false, false
6, 1, 4, 5, 2, 6, 2, false, false, false
6, 1, 4, 5, 3, 0, 1, false, false, false
6, 1, 4, 5, 3, 0, 2, false, false, false
6, 1, 4, 5, 4, 0, 1, false, false, false
6, 1, 4, 5, 4, 0, 2, false, false, false
6, 1, 4, 5, 5, 0, 1, false, false, false
6, 1, 4, 5, 5, 0, 2, false, false, false
6, 1, 4, 5, 6, 0, 1, false, false, false
6, 1, 4, 5, 6, 0, 2, false, false, false
7, 1, 0, 1, 1, 1, 1, true, false, false
7, 1, 0, 1, 1, 1, 2, true, false, false
7, 1, 0, 1, 1, 2, 1, true, false, false
7, 1, 0, 1, 1, 2, 2, true, false, false
7, 1, 0, 1, 1, 3, 1, true, false, false
7, 1, 0, 1, 1, 3, 2, true, false, false
7, 1, 0, 1, 1, 4, 1, true, false, false
7, 1, 0, 1, 1, 4, 2, true, false, false
7, 1, 0, 1, 1, 5, 1, true, false, false
7, 1, 0, 1, 1, 5, 2, true, false, false
7, 1, 0, 1, 1, 6, 1, true, false, false
7, 1, 0, 1, 1, 6, 2, true, false, false
7, 1, 0, 1, 1, 7, 1, true, false, false
7, 1, 0, 1, 1, 7, 2, true, false, false
7, 1, 0, 1, 1, 8, 1, true, false, false
7, 1, 0, 1, 1, 8, 2, true, false, false
7, 1, 0, 1, 2, 1, 1, true, false, false
7, 1, 0, 1, 2, 1, 2, true, false, false
7, 1, 0, 1, 2, 2, 1, true, false, false
7, 1, 0, 1, 2, 2, 2, true, false, false
7, 1, 0, 1, 2, 3, 1, true, false, false
7, 1, 0, 1, 2, 3, 2, true, false, false
7, 1, 0, 1, 2, 4, 1, true, false, false
7, 1, 0, 1, 2, 4, 2, true, false, false
7, 1, 0, 1, 2, 5, 1, true, false, false
7, 1, 0, 1, 2, 5, 2, true, false, false
7, 1, 0, 1, 2, 6, 1, true, false, false
7, 1, 0, 1, 2, 6, 2, true, false, false
7, 1, 0, 1, 2, 7, 1, true, false, false
7, 1, 0, 1, 2, 7, 2, true, false, false
7, 1, 0, 1, 2, 8, 1, true, false, false
7, 1, 0, 1, 2, 8, 2, true, false, false
7, 1, 0, 1, 3, 1, 1, true, false, false
7, 1, 0, 1, 3, 1, 2, true, false, false
7, 1, 0, 1, 3, 2, 1, true, false, false
7, 1, 0, 1, 3, 2, 2, true, false, false
7, 1, 0, 1, 3, 3, 1, true, false, false
7, 1, 0, 1, 3, 3, 2, true, false, false
7, 1, 0, 1, 3, 4, 1, true, false, false
7, 1, 0, 1, 3, 4, 2, true, false, false
7, 1, 0, 1, 4, 1, 1, true, false, false
7, 1, 0, 1, 4, 1, 2, true, false, false
7, 1, 0, 1, 4, 2, 1, true, false, false
7, 1, 0, 1, 4, 2, 2, true, false, false
7, 1, 0, 1, 4, 3, 1, true, false, false
7, 1, 0, 1, 4, 3, 2, true, false, false
7, 1, 0, 1, 4, 4, 1, true, false, false
7, 1, 0, 1, 4, 4, 2, true, false, false
7, 1, 0, 1, 5, 0, 1, true, false, false
7, 1, 0, 1, 5, 0, 2, true, false, false
7, 1, 0, 1, 6, 0, 1, true, false, false
7, 1, 0, 1, 6, 0, 2, true, false, false
7, 1, 0, 1, 7, 0, 1, true, false, false
7, 1, 0, 1, 7, 0, 2, true, false, false
7, 1, 0, 1, 8, 0, 1, true, false, false
7, 1, 0, 1, 8, 0, 2, true, false, false
7, 1, 0, 6, 1, 1, 1, true, false, false
7, 1, 0, 6, 1, 2, 1, true, false, false
7, 1, 0, 6, 1, 3, 1, true, false, false
7, 1, 0, 6, 2, 0, 1, true, false, false
7, 1, 0, 6, 3, 0, 1, true, false, false
7, 1, 0, 7, 1, 1, 1, true, true, false
7, 1, 0, 7, 1, 1, 2, true, true, false
7, 1, 0, 7, 1, 2, 1, true, true, false
7, 1, 0, 7, 1, 2, 2, true, true, false
7, 1, 0, 7, 1, 3, 1, true, true, false
7, 1, 0, 7, 1, 3, 2, true, true, false
7, 1, 0, 7, 1, 4, 1, true, true, false
7, 1, 0, 7, 1, 4, 2, true, true, false
7, 1, 0, 7, 2, 1, 1, true, true, false
7, 1, 0, 7, 2, 1, 2, true, true, false
7, 1, 0, 7, 2, 2, 1, true, true, false
7, 1, 0, 7, 2, 2, 2, true, true, false
7, 1, 0, 7, 2, 3, 1, true, true, false
7, 1, 0, 7, 2, 3, 2, true, true, false
7, 1, 0, 7, 2, 4, 1, true, true, false
7, 1, 0, 7, 2, 4, 2, true, true, false
7, 1, 0, 8, 1, 1, 1, true, true, false
7, 1, 0, 8, 1, 1, 2, true, true, false
7, 1, 0, 8, 1, 2, 1, true, true, false
7, 1, 0, 8, 1, 2, 2, true, true, false
7, 1, 0, 8, 2, 1, 1, true, true, false
7, 1, 0, 8, 2, 1, 2, true, true, false
7, 1, 0, 8, 2, 2, 1, true, true, false
7, 1, 0, 8, 2, 2, 2, true, true, false
7, 1, 0, 14, 1, 1, 1, true, false, false
7, 1, 0, 14, 1, 2, 1, true, false, false
7, 1, 0, 14, 2, 1, 1, true, false, false
7, 1, 0, 14, 2, 2, 1, true, false, false
7, 1, 0, 14, 3, 1, 1, true, false, false
7, 1, 0, 14, 3, 2, 1, true, false, false
7, 1, 0, 17, 1, 1, 1, true, true, false
7, 1, 0, 17, 1, 2, 1, true, true, false
7, 1, 0, 17, 2, 1, 1, true, true, false
7, 1, 0, 17, 2, 2, 1, true, true, false
7, 1, 0, 17, 3, 1, 1, true, true, false
7, 1, 0, 17, 3, 2, 1, true, true, false
7, 1, 0, 17, 4, 1, 1, true, true, false
7, 1, 0, 17, 4, 2, 1, true, true, false
7, 1, 2, 3, 1, 0, 1, true, false, false
7, 1, 2, 3, 1, 0, 2, true, false, false
7, 1, 2, 3, 2, 0, 1, true, false, false
7, 1, 2, 3, 2, 0, 2, true, false, false
7, 1, 2, 3, 3, 0, 1, true, false, false
7, 1, 2, 3, 3, 0, 2, true, false, false
7, 1, 2, 3, 4, 0, 1, true, false, false
7, 1, 2, 3, 4, 0, 2, true, false, false
7, 1, 2, 3, 5, 0, 1, true, false, false
7, 1, 2, 3, 5, 0, 2, true, false, false
7, 1, 2, 3, 6, 0, 1, true, false, false
7, 1, 2, 3, 6, 0, 2, true, false, false
7, 1, 2, 3, 7, 0, 1, true, false, false
7, 1, 2, 3, 7, 0, 2, true, false, false
7, 1, 2, 3, 8, 0, 1, true, false, false
7, 1, 2, 3, 8, 0, 2, true, false, false
7, 1, 2, 4, 1, 1, 1, true, false, false
7, 1, 2, 4, 1, 1, 2, true, false, false
7, 1, 2, 4, 1, 2, 1, true, false, false
7, 1, 2, 4, 1, 2, 2, true, false, false
7, 1, 2, 4, 1, 3, 1, true, false, false
7, 1, 2, 4, 1, 3, 2, true, false, false
7, 1, 2, 4, 1, 4, 1, true, false, false
7, 1, 2, 4, 1, 4, 2, true, false, false
7, 1, 2, 4, 1, 5, 1, true, false, false
7, 1, 2, 4, 1, 5, 2, true, false, false
7, 1, 2, 4, 1, 6, 1, false, false, false
7, 1, 2, 4, 1, 6, 2, false, false, false
7, 1, 2, 4, 1, 7, 1, false, false, false
7, 1, 2, 4, 1, 7, 2, false, false, false
7, 1, 2, 4, 1, 8, 1, true, false, false
7, 1, 2, 4, 1, 8, 2, true, false, false
7, 1, 2, 4, 2, 0, 1, true, false, false
7, 1, 2, 4, 2, 0, 2, true, false, false
7, 1, 2, 4, 3, 0, 1, true, false, false
7, 1, 2, 4, 3, 0, 2, true, false, false
7, 1, 2, 4, 4, 0, 1, true, false, false
7, 1, 2, 4, 4, 0, 2, true, false, false
7, 1, 2, 12, 1, 0, 1, true, false, false
7, 1, 2, 12, 1, 0, 2, true, false, false
7, 1, 2, 12, 2, 0, 1, true, false, false
7, 1, 2, 12, 2, 0, 2, true, false, false
7, 1, 4, 1, 1, 0, 1, true, false, false
7, 1, 4, 1, 1, 0, 2, true, false, false
7, 1, 4, 1, 2, 0, 1, true, false, false
7, 1, 4, 1, 2, 0, 2, true, false, false
7, 1, 4, 1, 3, 0, 1, true, false, false
7, 1, 4, 1, 3, 0, 2, true, false, false
7, 1, 4, 1, 4, 0, 1, true, false, false
7, 1, 4, 1, 4, 0, 2, true, false, false
7, 1, 4, 3, 1, 0, 1, false, false, false
7, 1, 4, 3, 1, 0, 2, false, false, false
7, 1, 4, 3, 2, 0, 1, false, false, false
7, 1, 4, 3, 2, 0, 2, false, false, false
7, 1, 4, 3, 3, 0, 1, false, false, false
7, 1, 4, 3, 3, 0, 2, false, false, false
7, 1, 4, 3, 4, 0, 1, false, false, false
7, 1, 4, 3, 4, 0, 2, false, false, false
7, 1, 6, 1, 1, 1, 1, true, true, true
7, 1, 6, 1, 1, 1, 2, false, true, false
7, 1, 6, 1, 1, 1, 3, false, true, false
7, 1, 6, 1, 1, 1, 4, false, true, false
7, 1, 6, 1, 1, 2, 1, true, true, true
7, 1, 6, 1, 1, 2, 2, false, true, false
7, 1, 6, 1, 1, 2, 3, false, true, false
7, 1, 6, 1, 1, 2, 4, false, true, false
7, 1, 6, 1, 1, 3, 1, true, false, true
7, 1, 6, 1, 1, 3, 2, false, false, false
7, 1, 6, 1, 2, 0, 1, false, false, false
7, 1, 6, 1, 2, 0, 2, false, false, false
7, 1, 6, 1, 2, 0, 3, false, false, false
7, 1, 6, 1, 2, 0, 4, false, false, false
7, 1, 6, 1, 3, 0, 1, false, false, false
7, 1, 6, 1, 3, 0, 2, false, false, false
7, 1, 6, 1, 3, 0, 3, false, false, false
7, 1, 6, 1, 3, 0, 4, false, false, false
